id_chatbot,intent,pertanyaan,jawaban,action,processed_question
267,cek_stok,oli enduro matic ready dong,Sedang cek stok barang.,check_stock,oli enduro matic ready dong
268,cek_stok,stok busi ngk cpr9ea dong,Sedang cek stok barang.,check_stock,stok busi ngk cprea dong
269,cek_stok,ada busi denso u22epr9 dong,Sedang cek stok barang.,check_stock,busi denso uepr dong
270,cek_stok,stok aki gs astra dong,Sedang cek stok barang.,check_stock,stok aki gs astra dong
271,cek_stok,aki yuasa masih ada dong,Sedang cek stok barang.,check_stock,aki yuasa dong
272,cek_stok,ban fdr ready dong,Sedang cek stok barang.,check_stock,ban fdr ready dong
273,cek_stok,ban irc masih tersedia dong,Sedang cek stok barang.,check_stock,ban irc sedia dong
274,cek_stok,kampas rem federal ada dong,Sedang cek stok barang.,check_stock,kampas rem federal dong
275,cek_stok,kampas rem indoparts ready dong,Sedang cek stok barang.,check_stock,kampas rem indoparts ready dong
276,cek_stok,filter udara honda ada dong,Sedang cek stok barang.,check_stock,filter udara honda dong
277,cek_stok,filter udara yamaha tersedia dong,Sedang cek stok barang.,check_stock,filter udara yamaha sedia dong
278,cek_stok,cvt belt bando ada dong,Sedang cek stok barang.,check_stock,cvt belt bando dong
279,cek_stok,rantai sss ready dong,Sedang cek stok barang.,check_stock,rantai sss ready dong
280,cek_stok,stok oli untuk beat dong,Sedang cek stok barang.,check_stock,stok oli beat dong
281,cek_stok,stok busi untuk vario dong,Sedang cek stok barang.,check_stock,stok busi vario dong
282,cek_stok,stok aki untuk scoopy dong,Sedang cek stok barang.,check_stock,stok aki scoopy dong
283,info_barang,"min, informasi oli yamalube matic",Info barang.,info_barang,min informasi oli yamalube matic
284,info_barang,"min, harga oli ahm mpx 2",Info barang.,info_barang,min harga oli ahm mpx
285,info_barang,"min, detail oli enduro matic",Info barang.,info_barang,min detail oli enduro matic
286,info_barang,"min, info busi ngk cpr9ea",Info barang.,info_barang,min info busi ngk cprea
287,info_barang,"min, harga busi denso u22epr9",Info barang.,info_barang,min harga busi denso uepr
288,info_barang,"min, informasi aki gs astra",Info barang.,info_barang,min informasi aki gs astra
289,info_barang,"min, detail aki yuasa",Info barang.,info_barang,min detail aki yuasa
290,info_barang,"min, harga ban fdr sport",Info barang.,info_barang,min harga ban fdr sport
291,info_barang,"min, info ban irc nr76",Info barang.,info_barang,min info ban irc nr
292,info_barang,"min, harga kampas rem federal",Info barang.,info_barang,min harga kampas rem federal
293,info_barang,"min, detail kampas rem indoparts",Info barang.,info_barang,min detail kampas rem indoparts
294,info_barang,"min, info filter udara honda",Info barang.,info_barang,min info filter udara honda
295,info_barang,"min, harga filter udara yamaha",Info barang.,info_barang,min harga filter udara yamaha
296,info_barang,"min, detail cvt belt bando",Info barang.,info_barang,min detail cvt belt bando
297,info_barang,"min, harga rantai sss",Info barang.,info_barang,min harga rantai sss
298,info_barang,"min, harga oli untuk beat",Info barang.,info_barang,min harga oli beat
299,info_barang,"min, info aki untuk vario",Info barang.,info_barang,min info aki vario
300,info_barang,"min, detail sparepart motor",Info barang.,info_barang,min detail sparepart motor
301,rekom_produk,oli yang cocok untuk beat dong,Rekomendasi produk.,saran_produk,oli cocok beat dong
302,rekom_produk,rekomendasi oli vario dong,Rekomendasi produk.,saran_produk,rekomendasi oli vario dong
303,rekom_produk,oli bagus untuk scoopy dong,Rekomendasi produk.,saran_produk,oli bagus scoopy dong
304,rekom_produk,oli untuk motor matic dong,Rekomendasi produk.,saran_produk,oli motor matic dong
305,rekom_produk,busi yang cocok untuk beat dong,Rekomendasi produk.,saran_produk,busi cocok beat dong
306,rekom_produk,busi untuk vario apa dong,Rekomendasi produk.,saran_produk,busi vario apa dong
307,rekom_produk,aki terbaik untuk nmax dong,Rekomendasi produk.,saran_produk,aki baik nmax dong
308,rekom_produk,aki untuk pcx apa dong,Rekomendasi produk.,saran_produk,aki pcx apa dong
309,rekom_produk,ban yang cocok untuk beat dong,Rekomendasi produk.,saran_produk,ban cocok beat dong
310,rekom_produk,produk cocok untuk mio dong,Rekomendasi produk.,saran_produk,produk cocok mio dong
311,daftar_barang,oli yang tersedia ada apa saja dong,Berikut daftar oli yang tersedia.,list_barang,oli sedia apa dong
312,daftar_barang,oli apa saja yang ada dong,Berikut daftar oli yang tersedia.,list_barang,oli apa dong
313,daftar_barang,daftar oli yang tersedia dong,Berikut daftar oli yang tersedia.,list_barang,daftar oli sedia dong
314,daftar_barang,pilihan oli di bengkel apa saja dong,Berikut daftar oli yang tersedia.,list_barang,pilih oli bengkel apa dong
315,daftar_barang,busi yang tersedia ada apa saja dong,Berikut daftar busi yang tersedia.,list_barang,busi sedia apa dong
316,daftar_barang,daftar aki yang ada dong,Berikut daftar aki yang tersedia.,list_barang,daftar aki dong
317,daftar_barang,ban apa saja yang tersedia dong,Berikut daftar ban yang tersedia.,list_barang,ban apa sedia dong
318,daftar_barang,sparepart yang tersedia apa saja dong,Berikut daftar sparepart yang tersedia.,list_barang,sparepart sedia apa dong
319,daftar_barang,barang yang tersedia di bengkel apa saja dong,Berikut daftar barang yang tersedia.,list_barang,barang sedia bengkel apa dong
320,daftar_barang,ada pilihan filter udara apa saja dong,Berikut daftar filter udara yang tersedia.,list_barang,pilih filter udara apa dong
321,layanan_servis,layanan apa saja yang ada di bengkel,"Bengkel Kurnia Motor melayani berbagai jasa servis, antara lain: Servis Motor Matic, Servis Injeksi, Tune Up Motor, Ganti Ban, Ganti Oli, Perbaikan Rem Motor, dan Servis Motor Karburator.",,layan apa bengkel
322,layanan_servis,bisa servis apa saja,"Bengkel Kurnia Motor melayani berbagai jasa servis, antara lain: Servis Motor Matic, Servis Injeksi, Tune Up Motor, Ganti Ban, Ganti Oli, Perbaikan Rem Motor, dan Servis Motor Karburator.",,servis apa
323,layanan_servis,daftar layanan bengkel,"Bengkel Kurnia Motor melayani berbagai jasa servis, antara lain: Servis Motor Matic, Servis Injeksi, Tune Up Motor, Ganti Ban, Ganti Oli, Perbaikan Rem Motor, dan Servis Motor Karburator.",,daftar layan bengkel
